Obs,"Diagnosis
Code",Code Description,"Code Valid
in FY2017 
(10/1/16 - 9/30/17)",,,,,"CC Age Split 
[use AGE_LAST]",CC Sex Split,CC,Additional CC,Footnote,FY,Type
7837,T604X2S,"Toxic effect of rodenticides, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7838,T608X2A,"Toxic effect of other pesticides, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7839,T608X2S,"Toxic effect of other pesticides, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7840,T6092XA,"Toxic effect of unspecified pesticide, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7841,T6092XS,"Toxic effect of unspecified pesticide, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7842,T6102XA,"Ciguatera fish poisoning, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7843,T6102XS,"Ciguatera fish poisoning, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7844,T6112XA,"Scombroid fish poisoning, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7845,T6112XS,"Scombroid fish poisoning, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7846,T61772A,"Other fish poisoning, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7847,T61772S,"Other fish poisoning, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7848,T61782A,"Other shellfish poisoning, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7849,T61782S,"Other shellfish poisoning, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7850,T618X2A,"Toxic effect of other seafood, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7851,T618X2S,"Toxic effect of other seafood, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7852,T6192XA,"Toxic effect of unspecified seafood, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7853,T6192XS,"Toxic effect of unspecified seafood, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7854,T620X2A,"Toxic effect of ingested mushrooms, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7855,T620X2S,"Toxic effect of ingested mushrooms, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7856,T621X2A,"Toxic effect of ingested berries, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7857,T621X2S,"Toxic effect of ingested berries, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7858,T622X2A,"Toxic effect of other ingested (parts of) plant(s), intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7859,T622X2S,"Toxic effect of other ingested (parts of) plant(s), intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7860,T628X2A,"Toxic effect of other specified noxious substances eaten as food, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7861,T628X2S,"Toxic effect of other specified noxious substances eaten as food, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7862,T6292XA,"Toxic effect of unspecified noxious substance eaten as food, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7863,T6292XS,"Toxic effect of unspecified noxious substance eaten as food, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7864,T63002A,"Toxic effect of unspecified snake venom, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7865,T63002S,"Toxic effect of unspecified snake venom, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7866,T63012A,"Toxic effect of rattlesnake venom, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7867,T63012S,"Toxic effect of rattlesnake venom, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7868,T63022A,"Toxic effect of coral snake venom, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7869,T63022S,"Toxic effect of coral snake venom, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7870,T63032A,"Toxic effect of taipan venom, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7871,T63032S,"Toxic effect of taipan venom, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7872,T63042A,"Toxic effect of cobra venom, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7873,T63042S,"Toxic effect of cobra venom, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7874,T63062A,"Toxic effect of venom of other North and South American snake, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7875,T63062S,"Toxic effect of venom of other North and South American snake, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7876,T63072A,"Toxic effect of venom of other Australian snake, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7877,T63072S,"Toxic effect of venom of other Australian snake, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7878,T63082A,"Toxic effect of venom of other African and Asian snake, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7879,T63082S,"Toxic effect of venom of other African and Asian snake, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7880,T63092A,"Toxic effect of venom of other snake, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7881,T63092S,"Toxic effect of venom of other snake, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7882,T63112A,"Toxic effect of venom of gila monster, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7883,T63112S,"Toxic effect of venom of gila monster, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7884,T63122A,"Toxic effect of venom of other venomous lizard, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7885,T63122S,"Toxic effect of venom of other venomous lizard, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7886,T63192A,"Toxic effect of venom of other reptiles, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7887,T63192S,"Toxic effect of venom of other reptiles, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7888,T632X2A,"Toxic effect of venom of scorpion, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7889,T632X2S,"Toxic effect of venom of scorpion, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7890,T63302A,"Toxic effect of unspecified spider venom, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7891,T63302S,"Toxic effect of unspecified spider venom, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7892,T63312A,"Toxic effect of venom of black widow spider, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7893,T63312S,"Toxic effect of venom of black widow spider, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7894,T63322A,"Toxic effect of venom of tarantula, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7895,T63322S,"Toxic effect of venom of tarantula, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7896,T63332A,"Toxic effect of venom of brown recluse spider, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7897,T63332S,"Toxic effect of venom of brown recluse spider, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7898,T63392A,"Toxic effect of venom of other spider, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7899,T63392S,"Toxic effect of venom of other spider, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7900,T63412A,"Toxic effect of venom of centipedes and venomous millipedes, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7901,T63412S,"Toxic effect of venom of centipedes and venomous millipedes, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7902,T63422A,"Toxic effect of venom of ants, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7903,T63422S,"Toxic effect of venom of ants, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7904,T63432A,"Toxic effect of venom of caterpillars, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7905,T63432S,"Toxic effect of venom of caterpillars, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7906,T63442A,"Toxic effect of venom of bees, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7907,T63442S,"Toxic effect of venom of bees, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7908,T63452A,"Toxic effect of venom of hornets, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7909,T63452S,"Toxic effect of venom of hornets, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7910,T63462A,"Toxic effect of venom of wasps, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7911,T63462S,"Toxic effect of venom of wasps, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7912,T63482A,"Toxic effect of venom of other arthropod, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7913,T63482S,"Toxic effect of venom of other arthropod, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7914,T63512A,"Toxic effect of contact with stingray, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7915,T63512S,"Toxic effect of contact with stingray, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7916,T63592A,"Toxic effect of contact with other venomous fish, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7917,T63592S,"Toxic effect of contact with other venomous fish, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7918,T63612A,"Toxic effect of contact with Portugese Man-o-war, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7919,T63612S,"Toxic effect of contact with Portugese Man-o-war, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7920,T63622A,"Toxic effect of contact with other jellyfish, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7921,T63622S,"Toxic effect of contact with other jellyfish, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7922,T63632A,"Toxic effect of contact with sea anemone, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7923,T63632S,"Toxic effect of contact with sea anemone, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7924,T63692A,"Toxic effect of contact with other venomous marine animals, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7925,T63692S,"Toxic effect of contact with other venomous marine animals, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7926,T63712A,"Toxic effect of contact with venomous marine plant, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7927,T63712S,"Toxic effect of contact with venomous marine plant, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7928,T63792A,"Toxic effect of contact with other venomous plant, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7929,T63792S,"Toxic effect of contact with other venomous plant, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7930,T63812A,"Toxic effect of contact with venomous frog, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7931,T63812S,"Toxic effect of contact with venomous frog, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7932,T63822A,"Toxic effect of contact with venomous toad, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7933,T63822S,"Toxic effect of contact with venomous toad, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7934,T63832A,"Toxic effect of contact with other venomous amphibian, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7935,T63832S,"Toxic effect of contact with other venomous amphibian, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7936,T63892A,"Toxic effect of contact with other venomous animals, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7937,T63892S,"Toxic effect of contact with other venomous animals, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7938,T6392XA,"Toxic effect of contact with unspecified venomous animal, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7939,T6392XS,"Toxic effect of contact with unspecified venomous animal, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7940,T6402XA,"Toxic effect of aflatoxin, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7941,T6402XS,"Toxic effect of aflatoxin, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7942,T6482XA,"Toxic effect of other mycotoxin food contaminants, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7943,T6482XS,"Toxic effect of other mycotoxin food contaminants, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7944,T650X2A,"Toxic effect of cyanides, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7945,T650X2S,"Toxic effect of cyanides, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7946,T651X2A,"Toxic effect of strychnine and its salts, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7947,T651X2S,"Toxic effect of strychnine and its salts, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7948,T65212A,"Toxic effect of chewing tobacco, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7949,T65212S,"Toxic effect of chewing tobacco, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7950,T65222A,"Toxic effect of tobacco cigarettes, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7951,T65222S,"Toxic effect of tobacco cigarettes, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7952,T65292A,"Toxic effect of other tobacco and nicotine, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7953,T65292S,"Toxic effect of other tobacco and nicotine, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7954,T653X2A,"Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7955,T653X2S,"Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7956,T654X2A,"Toxic effect of carbon disulfide, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7957,T654X2S,"Toxic effect of carbon disulfide, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7958,T655X2A,"Toxic effect of nitroglycerin and other nitric acids and esters, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7959,T655X2S,"Toxic effect of nitroglycerin and other nitric acids and esters, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7960,T656X2A,"Toxic effect of paints and dyes, not elsewhere classified, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7961,T656X2S,"Toxic effect of paints and dyes, not elsewhere classified, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7962,T65812A,"Toxic effect of latex, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7963,T65812S,"Toxic effect of latex, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7964,T65822A,"Toxic effect of harmful algae and algae toxins, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7965,T65822S,"Toxic effect of harmful algae and algae toxins, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7966,T65832A,"Toxic effect of fiberglass, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7967,T65832S,"Toxic effect of fiberglass, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7968,T65892A,"Toxic effect of other specified substances, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7969,T65892S,"Toxic effect of other specified substances, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7970,T6592XA,"Toxic effect of unspecified substance, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7971,T6592XS,"Toxic effect of unspecified substance, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7972,T71112A,"Asphyxiation due to smothering under pillow, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7973,T71112S,"Asphyxiation due to smothering under pillow, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7974,T71122A,"Asphyxiation due to plastic bag, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7975,T71122S,"Asphyxiation due to plastic bag, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7976,T71132A,"Asphyxiation due to being trapped in bed linens, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7977,T71132S,"Asphyxiation due to being trapped in bed linens, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7978,T71152A,"Asphyxiation due to smothering in furniture, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7979,T71152S,"Asphyxiation due to smothering in furniture, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7980,T71162A,"Asphyxiation due to hanging, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7981,T71162S,"Asphyxiation due to hanging, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7982,T71192A,"Asphyxiation due to mechanical threat to breathing due to other causes, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7983,T71192S,"Asphyxiation due to mechanical threat to breathing due to other causes, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7984,T71222A,"Asphyxiation due to being trapped in a car trunk, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7985,T71222S,"Asphyxiation due to being trapped in a car trunk, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7986,T71232A,"Asphyxiation due to being trapped in a (discarded) refrigerator, intentional self-harm, initial encounter",Y,,,,,,,88,,,2017,Commercial
7987,T71232S,"Asphyxiation due to being trapped in a (discarded) refrigerator, intentional self-harm, sequela",Y,,,,,,,88,,,2017,Commercial
7988,T790XXA,"Air embolism (traumatic), initial encounter",Y,,,,,,,154,,,2017,Commercial
7989,T791XXA,"Fat embolism (traumatic), initial encounter",Y,,,,,,,154,,,2017,Commercial
7990,T794XXA,"Traumatic shock, initial encounter",Y,,,,,,,127,,,2017,Commercial
7991,T8600,Unspecified complication of bone marrow transplant,Y,,,,,,,251,,,2017,Commercial
7992,T8601,Bone marrow transplant rejection,Y,,,,,,,251,,,2017,Commercial
7993,T8602,Bone marrow transplant failure,Y,,,,,,,251,,,2017,Commercial
7994,T8603,Bone marrow transplant infection,Y,,,,,,,251,,,2017,Commercial
7995,T8609,Other complications of bone marrow transplant,Y,,,,,,,251,,,2017,Commercial
7996,T8610,Unspecified complication of kidney transplant,Y,,,,,,,183,,,2017,Commercial
7997,T8611,Kidney transplant rejection,Y,,,,,,,183,,,2017,Commercial
7998,T8612,Kidney transplant failure,Y,,,,,,,183,,,2017,Commercial
7999,T8613,Kidney transplant infection,Y,,,,,,,183,,,2017,Commercial
8000,T8619,Other complication of kidney transplant,Y,,,,,,,183,,,2017,Commercial
8001,T8620,Unspecified complication of heart transplant,Y,,,,,,,129,,,2017,Commercial
8002,T8621,Heart transplant rejection,Y,,,,,,,129,,,2017,Commercial
8003,T8622,Heart transplant failure,Y,,,,,,,129,,,2017,Commercial
8004,T8623,Heart transplant infection,Y,,,,,,,129,,,2017,Commercial
8005,T86290,Cardiac allograft vasculopathy,Y,,,,,,,129,,,2017,Commercial
8006,T86298,Other complications of heart transplant,Y,,,,,,,129,,,2017,Commercial
8007,T8630,Unspecified complication of heart-lung transplant,Y,,,,,,,129,158,,2017,Commercial
8008,T8631,Heart-lung transplant rejection,Y,,,,,,,129,158,,2017,Commercial
8009,T8632,Heart-lung transplant failure,Y,,,,,,,129,158,,2017,Commercial
8010,T8633,Heart-lung transplant infection,Y,,,,,,,129,158,,2017,Commercial
8011,T8639,Other complications of heart-lung transplant,Y,,,,,,,129,158,,2017,Commercial
8012,T8640,Unspecified complication of liver transplant,Y,,,,,,,34,,,2017,Commercial
8013,T8641,Liver transplant rejection,Y,,,,,,,34,,,2017,Commercial
8014,T8642,Liver transplant failure,Y,,,,,,,34,,,2017,Commercial
8015,T8643,Liver transplant infection,Y,,,,,,,34,,,2017,Commercial
8016,T8649,Other complications of liver transplant,Y,,,,,,,34,,,2017,Commercial
8017,T865,Complications of stem cell transplant,Y,,,,,,,251,,,2017,Commercial
8018,T86810,Lung transplant rejection,Y,,,,,,,158,,,2017,Commercial
8019,T86811,Lung transplant failure,Y,,,,,,,158,,,2017,Commercial
8020,T86812,Lung transplant infection,Y,,,,,,,158,,,2017,Commercial
8021,T86818,Other complications of lung transplant,Y,,,,,,,158,,,2017,Commercial
8022,T86819,Unspecified complication of lung transplant,Y,,,,,,,158,,,2017,Commercial
8023,T86850,Intestine transplant rejection,Y,,,,,,,41,,,2017,Commercial
8024,T86851,Intestine transplant failure,Y,,,,,,,41,,,2017,Commercial
8025,T86852,Intestine transplant infection,Y,,,,,,,41,,,2017,Commercial
8026,T86858,Other complications of intestine transplant,Y,,,,,,,41,,,2017,Commercial
8027,T86859,Unspecified complication of intestine transplant,Y,,,,,,,41,,,2017,Commercial
8028,T8730,"Neuroma of amputation stump, unspecified extremity",Y,,,,,,,254,,,2017,Commercial
8029,T8731,"Neuroma of amputation stump, right upper extremity",Y,,,,,,,254,,,2017,Commercial
8030,T8732,"Neuroma of amputation stump, left upper extremity",Y,,,,,,,254,,,2017,Commercial
8031,T8733,"Neuroma of amputation stump, right lower extremity",Y,,,,,,,254,,,2017,Commercial
8032,T8734,"Neuroma of amputation stump, left lower extremity",Y,,,,,,,254,,,2017,Commercial
8033,T8740,"Infection of amputation stump, unspecified extremity",Y,,,,,,,254,,,2017,Commercial
8034,T8741,"Infection of amputation stump, right upper extremity",Y,,,,,,,254,,,2017,Commercial
8035,T8742,"Infection of amputation stump, left upper extremity",Y,,,,,,,254,,,2017,Commercial
8036,T8743,"Infection of amputation stump, right lower extremity",Y,,,,,,,254,,,2017,Commercial
8037,T8744,"Infection of amputation stump, left lower extremity",Y,,,,,,,254,,,2017,Commercial
8038,T8750,"Necrosis of amputation stump, unspecified extremity",Y,,,,,,,254,,,2017,Commercial
8039,T8751,"Necrosis of amputation stump, right upper extremity",Y,,,,,,,254,,,2017,Commercial
8040,T8752,"Necrosis of amputation stump, left upper extremity",Y,,,,,,,254,,,2017,Commercial
8041,T8753,"Necrosis of amputation stump, right lower extremity",Y,,,,,,,254,,,2017,Commercial
8042,T8754,"Necrosis of amputation stump, left lower extremity",Y,,,,,,,254,,,2017,Commercial
8043,T8781,Dehiscence of amputation stump,Y,,,,,,,254,,,2017,Commercial
8044,T8789,Other complications of amputation stump,Y,,,,,,,254,,,2017,Commercial
8045,T879,Unspecified complications of amputation stump,Y,,,,,,,254,,,2017,Commercial
8046,X710XXA,"Intentional self-harm by drowning and submersion while in bathtub, initial encounter",Y,,,,,,,88,,,2017,Commercial
8047,X710XXD,"Intentional self-harm by drowning and submersion while in bathtub, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8048,X710XXS,"Intentional self-harm by drowning and submersion while in bathtub, sequela",Y,,,,,,,88,,,2017,Commercial
8049,X711XXA,"Intentional self-harm by drowning and submersion while in swimming pool, initial encounter",Y,,,,,,,88,,,2017,Commercial
8050,X711XXD,"Intentional self-harm by drowning and submersion while in swimming pool, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8051,X711XXS,"Intentional self-harm by drowning and submersion while in swimming pool, sequela",Y,,,,,,,88,,,2017,Commercial
8052,X712XXA,"Intentional self-harm by drowning and submersion after jump into swimming pool, initial encounter",Y,,,,,,,88,,,2017,Commercial
8053,X712XXD,"Intentional self-harm by drowning and submersion after jump into swimming pool, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8054,X712XXS,"Intentional self-harm by drowning and submersion after jump into swimming pool, sequela",Y,,,,,,,88,,,2017,Commercial
8055,X713XXA,"Intentional self-harm by drowning and submersion in natural water, initial encounter",Y,,,,,,,88,,,2017,Commercial
8056,X713XXD,"Intentional self-harm by drowning and submersion in natural water, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8057,X713XXS,"Intentional self-harm by drowning and submersion in natural water, sequela",Y,,,,,,,88,,,2017,Commercial
8058,X718XXA,"Other intentional self-harm by drowning and submersion, initial encounter",Y,,,,,,,88,,,2017,Commercial
8059,X718XXD,"Other intentional self-harm by drowning and submersion, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8060,X718XXS,"Other intentional self-harm by drowning and submersion, sequela",Y,,,,,,,88,,,2017,Commercial
8061,X719XXA,"Intentional self-harm by drowning and submersion, unspecified, initial encounter",Y,,,,,,,88,,,2017,Commercial
8062,X719XXD,"Intentional self-harm by drowning and submersion, unspecified, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8063,X719XXS,"Intentional self-harm by drowning and submersion, unspecified, sequela",Y,,,,,,,88,,,2017,Commercial
8064,X72XXXA,"Intentional self-harm by handgun discharge, initial encounter",Y,,,,,,,88,,,2017,Commercial
8065,X72XXXD,"Intentional self-harm by handgun discharge, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8066,X72XXXS,"Intentional self-harm by handgun discharge, sequela",Y,,,,,,,88,,,2017,Commercial
8067,X730XXA,"Intentional self-harm by shotgun discharge, initial encounter",Y,,,,,,,88,,,2017,Commercial
8068,X730XXD,"Intentional self-harm by shotgun discharge, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8069,X730XXS,"Intentional self-harm by shotgun discharge, sequela",Y,,,,,,,88,,,2017,Commercial
8070,X731XXA,"Intentional self-harm by hunting rifle discharge, initial encounter",Y,,,,,,,88,,,2017,Commercial
8071,X731XXD,"Intentional self-harm by hunting rifle discharge, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8072,X731XXS,"Intentional self-harm by hunting rifle discharge, sequela",Y,,,,,,,88,,,2017,Commercial
8073,X732XXA,"Intentional self-harm by machine gun discharge, initial encounter",Y,,,,,,,88,,,2017,Commercial
8074,X732XXD,"Intentional self-harm by machine gun discharge, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8075,X732XXS,"Intentional self-harm by machine gun discharge, sequela",Y,,,,,,,88,,,2017,Commercial
8076,X738XXA,"Intentional self-harm by other larger firearm discharge, initial encounter",Y,,,,,,,88,,,2017,Commercial
8077,X738XXD,"Intentional self-harm by other larger firearm discharge, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8078,X738XXS,"Intentional self-harm by other larger firearm discharge, sequela",Y,,,,,,,88,,,2017,Commercial
8079,X739XXA,"Intentional self-harm by unspecified larger firearm discharge, initial encounter",Y,,,,,,,88,,,2017,Commercial
8080,X739XXD,"Intentional self-harm by unspecified larger firearm discharge, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8081,X739XXS,"Intentional self-harm by unspecified larger firearm discharge, sequela",Y,,,,,,,88,,,2017,Commercial
8082,X7401XA,"Intentional self-harm by airgun, initial encounter",Y,,,,,,,88,,,2017,Commercial
8083,X7401XD,"Intentional self-harm by airgun, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8084,X7401XS,"Intentional self-harm by airgun, sequela",Y,,,,,,,88,,,2017,Commercial
8085,X7402XA,"Intentional self-harm by paintball gun, initial encounter",Y,,,,,,,88,,,2017,Commercial
8086,X7402XD,"Intentional self-harm by paintball gun, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8087,X7402XS,"Intentional self-harm by paintball gun, sequela",Y,,,,,,,88,,,2017,Commercial
