Obs,"Diagnosis
Code",Code Description,"Code Valid
in FY2019
(10/1/18 - 9/30/19)","FY2019 MCE
Age Condition
[use AGE_AT
_DIAGNOSIS]","FY2019
MCE Sex
Condition","CY2019 (FY19/FY20)
MCE Age
Condition
[use AGE_AT
_DIAGNOSIS]","CY2019
(FY19/FY20)
MCE Sex
Condition","CC Age Split
[use AGE_LAST]",CC Sex Split,CC,Additional CC,Footnote
7546,T421X2S,"Poisoning by iminostilbenes, intentional self-harm, sequela",Y,,,,,,,88,,
7547,T422X2A,"Poisoning by succinimides and oxazolidinediones, intentional self-harm, initial encounter",Y,,,,,,,88,,
7548,T422X2S,"Poisoning by succinimides and oxazolidinediones, intentional self-harm, sequela",Y,,,,,,,88,,
7549,T423X2A,"Poisoning by barbiturates, intentional self-harm, initial encounter",Y,,,,,,,88,,
7550,T423X2S,"Poisoning by barbiturates, intentional self-harm, sequela",Y,,,,,,,88,,
7551,T424X2A,"Poisoning by benzodiazepines, intentional self-harm, initial encounter",Y,,,,,,,88,,
7552,T424X2S,"Poisoning by benzodiazepines, intentional self-harm, sequela",Y,,,,,,,88,,
7553,T425X2A,"Poisoning by mixed antiepileptics, intentional self-harm, initial encounter",Y,,,,,,,88,,
7554,T425X2S,"Poisoning by mixed antiepileptics, intentional self-harm, sequela",Y,,,,,,,88,,
7555,T426X2A,"Poisoning by other antiepileptic and sedative-hypnotic drugs, intentional self-harm, initial encounter",Y,,,,,,,88,,
7556,T426X2S,"Poisoning by other antiepileptic and sedative-hypnotic drugs, intentional self-harm, sequela",Y,,,,,,,88,,
7557,T4272XA,"Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, intentional self-harm, initial encounter",Y,,,,,,,88,,
7558,T4272XS,"Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, intentional self-harm, sequela",Y,,,,,,,88,,
7559,T428X2A,"Poisoning by antiparkinsonism drugs and other central muscle-tone depressants, intentional self-harm, initial encounter",Y,,,,,,,88,,
7560,T428X2S,"Poisoning by antiparkinsonism drugs and other central muscle-tone depressants, intentional self-harm, sequela",Y,,,,,,,88,,
7561,T43012A,"Poisoning by tricyclic antidepressants, intentional self-harm, initial encounter",Y,,,,,,,88,,
7562,T43012S,"Poisoning by tricyclic antidepressants, intentional self-harm, sequela",Y,,,,,,,88,,
7563,T43022A,"Poisoning by tetracyclic antidepressants, intentional self-harm, initial encounter",Y,,,,,,,88,,
7564,T43022S,"Poisoning by tetracyclic antidepressants, intentional self-harm, sequela",Y,,,,,,,88,,
7565,T431X2A,"Poisoning by monoamine-oxidase-inhibitor antidepressants, intentional self-harm, initial encounter",Y,,,,,,,88,,
7566,T431X2S,"Poisoning by monoamine-oxidase-inhibitor antidepressants, intentional self-harm, sequela",Y,,,,,,,88,,
7567,T43202A,"Poisoning by unspecified antidepressants, intentional self-harm, initial encounter",Y,,,,,,,88,,
7568,T43202S,"Poisoning by unspecified antidepressants, intentional self-harm, sequela",Y,,,,,,,88,,
7569,T43212A,"Poisoning by selective serotonin and norepinephrine reuptake inhibitors, intentional self-harm, initial encounter",Y,,,,,,,88,,
7570,T43212S,"Poisoning by selective serotonin and norepinephrine reuptake inhibitors, intentional self-harm, sequela",Y,,,,,,,88,,
7571,T43222A,"Poisoning by selective serotonin reuptake inhibitors, intentional self-harm, initial encounter",Y,,,,,,,88,,
7572,T43222S,"Poisoning by selective serotonin reuptake inhibitors, intentional self-harm, sequela",Y,,,,,,,88,,
7573,T43292A,"Poisoning by other antidepressants, intentional self-harm, initial encounter",Y,,,,,,,88,,
7574,T43292S,"Poisoning by other antidepressants, intentional self-harm, sequela",Y,,,,,,,88,,
7575,T433X2A,"Poisoning by phenothiazine antipsychotics and neuroleptics, intentional self-harm, initial encounter",Y,,,,,,,88,,
7576,T433X2S,"Poisoning by phenothiazine antipsychotics and neuroleptics, intentional self-harm, sequela",Y,,,,,,,88,,
7577,T434X2A,"Poisoning by butyrophenone and thiothixene neuroleptics, intentional self-harm, initial encounter",Y,,,,,,,88,,
7578,T434X2S,"Poisoning by butyrophenone and thiothixene neuroleptics, intentional self-harm, sequela",Y,,,,,,,88,,
7579,T43502A,"Poisoning by unspecified antipsychotics and neuroleptics, intentional self-harm, initial encounter",Y,,,,,,,88,,
7580,T43502S,"Poisoning by unspecified antipsychotics and neuroleptics, intentional self-harm, sequela",Y,,,,,,,88,,
7581,T43592A,"Poisoning by other antipsychotics and neuroleptics, intentional self-harm, initial encounter",Y,,,,,,,88,,
7582,T43592S,"Poisoning by other antipsychotics and neuroleptics, intentional self-harm, sequela",Y,,,,,,,88,,
7583,T43602A,"Poisoning by unspecified psychostimulants, intentional self-harm, initial encounter",Y,,,,,,,88,,
7584,T43602S,"Poisoning by unspecified psychostimulants, intentional self-harm, sequela",Y,,,,,,,88,,
7585,T43612A,"Poisoning by caffeine, intentional self-harm, initial encounter",Y,,,,,,,88,,
7586,T43612S,"Poisoning by caffeine, intentional self-harm, sequela",Y,,,,,,,88,,
7587,T43622A,"Poisoning by amphetamines, intentional self-harm, initial encounter",Y,,,,,,,88,,
7588,T43622S,"Poisoning by amphetamines, intentional self-harm, sequela",Y,,,,,,,88,,
7589,T43632A,"Poisoning by methylphenidate, intentional self-harm, initial encounter",Y,,,,,,,88,,
7590,T43632S,"Poisoning by methylphenidate, intentional self-harm, sequela",Y,,,,,,,88,,
7591,T43642A,"Poisoning by ecstasy, intentional self-harm, initial encounter",Y,,,,,,,88,,
7592,T43642S,"Poisoning by ecstasy, intentional self-harm, sequela",Y,,,,,,,88,,
7593,T43692A,"Poisoning by other psychostimulants, intentional self-harm, initial encounter",Y,,,,,,,88,,
7594,T43692S,"Poisoning by other psychostimulants, intentional self-harm, sequela",Y,,,,,,,88,,
7595,T438X2A,"Poisoning by other psychotropic drugs, intentional self-harm, initial encounter",Y,,,,,,,88,,
7596,T438X2S,"Poisoning by other psychotropic drugs, intentional self-harm, sequela",Y,,,,,,,88,,
7597,T4392XA,"Poisoning by unspecified psychotropic drug, intentional self-harm, initial encounter",Y,,,,,,,88,,
7598,T4392XS,"Poisoning by unspecified psychotropic drug, intentional self-harm, sequela",Y,,,,,,,88,,
7599,T440X2A,"Poisoning by anticholinesterase agents, intentional self-harm, initial encounter",Y,,,,,,,88,,
7600,T440X2S,"Poisoning by anticholinesterase agents, intentional self-harm, sequela",Y,,,,,,,88,,
7601,T441X2A,"Poisoning by other parasympathomimetics [cholinergics], intentional self-harm, initial encounter",Y,,,,,,,88,,
7602,T441X2S,"Poisoning by other parasympathomimetics [cholinergics], intentional self-harm, sequela",Y,,,,,,,88,,
7603,T442X2A,"Poisoning by ganglionic blocking drugs, intentional self-harm, initial encounter",Y,,,,,,,88,,
7604,T442X2S,"Poisoning by ganglionic blocking drugs, intentional self-harm, sequela",Y,,,,,,,88,,
7605,T443X2A,"Poisoning by other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, intentional self-harm, initial encounter",Y,,,,,,,88,,
7606,T443X2S,"Poisoning by other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, intentional self-harm, sequela",Y,,,,,,,88,,
7607,T444X2A,"Poisoning by predominantly alpha-adrenoreceptor agonists, intentional self-harm, initial encounter",Y,,,,,,,88,,
7608,T444X2S,"Poisoning by predominantly alpha-adrenoreceptor agonists, intentional self-harm, sequela",Y,,,,,,,88,,
7609,T445X2A,"Poisoning by predominantly beta-adrenoreceptor agonists, intentional self-harm, initial encounter",Y,,,,,,,88,,
7610,T445X2S,"Poisoning by predominantly beta-adrenoreceptor agonists, intentional self-harm, sequela",Y,,,,,,,88,,
7611,T446X2A,"Poisoning by alpha-adrenoreceptor antagonists, intentional self-harm, initial encounter",Y,,,,,,,88,,
7612,T446X2S,"Poisoning by alpha-adrenoreceptor antagonists, intentional self-harm, sequela",Y,,,,,,,88,,
7613,T447X2A,"Poisoning by beta-adrenoreceptor antagonists, intentional self-harm, initial encounter",Y,,,,,,,88,,
7614,T447X2S,"Poisoning by beta-adrenoreceptor antagonists, intentional self-harm, sequela",Y,,,,,,,88,,
7615,T448X2A,"Poisoning by centrally-acting and adrenergic-neuron-blocking agents, intentional self-harm, initial encounter",Y,,,,,,,88,,
7616,T448X2S,"Poisoning by centrally-acting and adrenergic-neuron-blocking agents, intentional self-harm, sequela",Y,,,,,,,88,,
7617,T44902A,"Poisoning by unspecified drugs primarily affecting the autonomic nervous system, intentional self-harm, initial encounter",Y,,,,,,,88,,
7618,T44902S,"Poisoning by unspecified drugs primarily affecting the autonomic nervous system, intentional self-harm, sequela",Y,,,,,,,88,,
7619,T44992A,"Poisoning by other drug primarily affecting the autonomic nervous system, intentional self-harm, initial encounter",Y,,,,,,,88,,
7620,T44992S,"Poisoning by other drug primarily affecting the autonomic nervous system, intentional self-harm, sequela",Y,,,,,,,88,,
7621,T450X2A,"Poisoning by antiallergic and antiemetic drugs, intentional self-harm, initial encounter",Y,,,,,,,88,,
7622,T450X2S,"Poisoning by antiallergic and antiemetic drugs, intentional self-harm, sequela",Y,,,,,,,88,,
7623,T451X2A,"Poisoning by antineoplastic and immunosuppressive drugs, intentional self-harm, initial encounter",Y,,,,,,,88,,
7624,T451X2S,"Poisoning by antineoplastic and immunosuppressive drugs, intentional self-harm, sequela",Y,,,,,,,88,,
7625,T452X2A,"Poisoning by vitamins, intentional self-harm, initial encounter",Y,,,,,,,88,,
7626,T452X2S,"Poisoning by vitamins, intentional self-harm, sequela",Y,,,,,,,88,,
7627,T453X2A,"Poisoning by enzymes, intentional self-harm, initial encounter",Y,,,,,,,88,,
7628,T453X2S,"Poisoning by enzymes, intentional self-harm, sequela",Y,,,,,,,88,,
7629,T454X2A,"Poisoning by iron and its compounds, intentional self-harm, initial encounter",Y,,,,,,,88,,
7630,T454X2S,"Poisoning by iron and its compounds, intentional self-harm, sequela",Y,,,,,,,88,,
7631,T45512A,"Poisoning by anticoagulants, intentional self-harm, initial encounter",Y,,,,,,,88,,
7632,T45512S,"Poisoning by anticoagulants, intentional self-harm, sequela",Y,,,,,,,88,,
7633,T45522A,"Poisoning by antithrombotic drugs, intentional self-harm, initial encounter",Y,,,,,,,88,,
7634,T45522S,"Poisoning by antithrombotic drugs, intentional self-harm, sequela",Y,,,,,,,88,,
7635,T45602A,"Poisoning by unspecified fibrinolysis-affecting drugs, intentional self-harm, initial encounter",Y,,,,,,,88,,
7636,T45602S,"Poisoning by unspecified fibrinolysis-affecting drugs, intentional self-harm, sequela",Y,,,,,,,88,,
7637,T45612A,"Poisoning by thrombolytic drug, intentional self-harm, initial encounter",Y,,,,,,,88,,
7638,T45612S,"Poisoning by thrombolytic drug, intentional self-harm, sequela",Y,,,,,,,88,,
7639,T45622A,"Poisoning by hemostatic drug, intentional self-harm, initial encounter",Y,,,,,,,88,,
7640,T45622S,"Poisoning by hemostatic drug, intentional self-harm, sequela",Y,,,,,,,88,,
7641,T45692A,"Poisoning by other fibrinolysis-affecting drugs, intentional self-harm, initial encounter",Y,,,,,,,88,,
7642,T45692S,"Poisoning by other fibrinolysis-affecting drugs, intentional self-harm, sequela",Y,,,,,,,88,,
7643,T457X2A,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, intentional self-harm, initial encounter",Y,,,,,,,88,,
7644,T457X2S,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, intentional self-harm, sequela",Y,,,,,,,88,,
7645,T458X2A,"Poisoning by other primarily systemic and hematological agents, intentional self-harm, initial encounter",Y,,,,,,,88,,
7646,T458X2S,"Poisoning by other primarily systemic and hematological agents, intentional self-harm, sequela",Y,,,,,,,88,,
7647,T4592XA,"Poisoning by unspecified primarily systemic and hematological agent, intentional self-harm, initial encounter",Y,,,,,,,88,,
7648,T4592XS,"Poisoning by unspecified primarily systemic and hematological agent, intentional self-harm, sequela",Y,,,,,,,88,,
7649,T460X2A,"Poisoning by cardiac-stimulant glycosides and drugs of similar action, intentional self-harm, initial encounter",Y,,,,,,,88,,
7650,T460X2S,"Poisoning by cardiac-stimulant glycosides and drugs of similar action, intentional self-harm, sequela",Y,,,,,,,88,,
7651,T461X2A,"Poisoning by calcium-channel blockers, intentional self-harm, initial encounter",Y,,,,,,,88,,
7652,T461X2S,"Poisoning by calcium-channel blockers, intentional self-harm, sequela",Y,,,,,,,88,,
7653,T462X2A,"Poisoning by other antidysrhythmic drugs, intentional self-harm, initial encounter",Y,,,,,,,88,,
7654,T462X2S,"Poisoning by other antidysrhythmic drugs, intentional self-harm, sequela",Y,,,,,,,88,,
7655,T463X2A,"Poisoning by coronary vasodilators, intentional self-harm, initial encounter",Y,,,,,,,88,,
7656,T463X2S,"Poisoning by coronary vasodilators, intentional self-harm, sequela",Y,,,,,,,88,,
7657,T464X2A,"Poisoning by angiotensin-converting-enzyme inhibitors, intentional self-harm, initial encounter",Y,,,,,,,88,,
7658,T464X2S,"Poisoning by angiotensin-converting-enzyme inhibitors, intentional self-harm, sequela",Y,,,,,,,88,,
7659,T465X2A,"Poisoning by other antihypertensive drugs, intentional self-harm, initial encounter",Y,,,,,,,88,,
7660,T465X2S,"Poisoning by other antihypertensive drugs, intentional self-harm, sequela",Y,,,,,,,88,,
7661,T466X2A,"Poisoning by antihyperlipidemic and antiarteriosclerotic drugs, intentional self-harm, initial encounter",Y,,,,,,,88,,
7662,T466X2S,"Poisoning by antihyperlipidemic and antiarteriosclerotic drugs, intentional self-harm, sequela",Y,,,,,,,88,,
7663,T467X2A,"Poisoning by peripheral vasodilators, intentional self-harm, initial encounter",Y,,,,,,,88,,
7664,T467X2S,"Poisoning by peripheral vasodilators, intentional self-harm, sequela",Y,,,,,,,88,,
7665,T468X2A,"Poisoning by antivaricose drugs, including sclerosing agents, intentional self-harm, initial encounter",Y,,,,,,,88,,
7666,T468X2S,"Poisoning by antivaricose drugs, including sclerosing agents, intentional self-harm, sequela",Y,,,,,,,88,,
7667,T46902A,"Poisoning by unspecified agents primarily affecting the cardiovascular system, intentional self-harm, initial encounter",Y,,,,,,,88,,
7668,T46902S,"Poisoning by unspecified agents primarily affecting the cardiovascular system, intentional self-harm, sequela",Y,,,,,,,88,,
7669,T46992A,"Poisoning by other agents primarily affecting the cardiovascular system, intentional self-harm, initial encounter",Y,,,,,,,88,,
7670,T46992S,"Poisoning by other agents primarily affecting the cardiovascular system, intentional self-harm, sequela",Y,,,,,,,88,,
7671,T470X2A,"Poisoning by histamine H2-receptor blockers, intentional self-harm, initial encounter",Y,,,,,,,88,,
7672,T470X2S,"Poisoning by histamine H2-receptor blockers, intentional self-harm, sequela",Y,,,,,,,88,,
7673,T471X2A,"Poisoning by other antacids and anti-gastric-secretion drugs, intentional self-harm, initial encounter",Y,,,,,,,88,,
7674,T471X2S,"Poisoning by other antacids and anti-gastric-secretion drugs, intentional self-harm, sequela",Y,,,,,,,88,,
7675,T472X2A,"Poisoning by stimulant laxatives, intentional self-harm, initial encounter",Y,,,,,,,88,,
7676,T472X2S,"Poisoning by stimulant laxatives, intentional self-harm, sequela",Y,,,,,,,88,,
7677,T473X2A,"Poisoning by saline and osmotic laxatives, intentional self-harm, initial encounter",Y,,,,,,,88,,
7678,T473X2S,"Poisoning by saline and osmotic laxatives, intentional self-harm, sequela",Y,,,,,,,88,,
7679,T474X2A,"Poisoning by other laxatives, intentional self-harm, initial encounter",Y,,,,,,,88,,
7680,T474X2S,"Poisoning by other laxatives, intentional self-harm, sequela",Y,,,,,,,88,,
7681,T475X2A,"Poisoning by digestants, intentional self-harm, initial encounter",Y,,,,,,,88,,
7682,T475X2S,"Poisoning by digestants, intentional self-harm, sequela",Y,,,,,,,88,,
7683,T476X2A,"Poisoning by antidiarrheal drugs, intentional self-harm, initial encounter",Y,,,,,,,88,,
7684,T476X2S,"Poisoning by antidiarrheal drugs, intentional self-harm, sequela",Y,,,,,,,88,,
7685,T477X2A,"Poisoning by emetics, intentional self-harm, initial encounter",Y,,,,,,,88,,
7686,T477X2S,"Poisoning by emetics, intentional self-harm, sequela",Y,,,,,,,88,,
7687,T478X2A,"Poisoning by other agents primarily affecting gastrointestinal system, intentional self-harm, initial encounter",Y,,,,,,,88,,
7688,T478X2S,"Poisoning by other agents primarily affecting gastrointestinal system, intentional self-harm, sequela",Y,,,,,,,88,,
7689,T4792XA,"Poisoning by unspecified agents primarily affecting the gastrointestinal system, intentional self-harm, initial encounter",Y,,,,,,,88,,
7690,T4792XS,"Poisoning by unspecified agents primarily affecting the gastrointestinal system, intentional self-harm, sequela",Y,,,,,,,88,,
7691,T480X2A,"Poisoning by oxytocic drugs, intentional self-harm, initial encounter",Y,,,,,,,88,,
7692,T480X2S,"Poisoning by oxytocic drugs, intentional self-harm, sequela",Y,,,,,,,88,,
7693,T481X2A,"Poisoning by skeletal muscle relaxants [neuromuscular blocking agents], intentional self-harm, initial encounter",Y,,,,,,,88,,
7694,T481X2S,"Poisoning by skeletal muscle relaxants [neuromuscular blocking agents], intentional self-harm, sequela",Y,,,,,,,88,,
7695,T48202A,"Poisoning by unspecified drugs acting on muscles, intentional self-harm, initial encounter",Y,,,,,,,88,,
7696,T48202S,"Poisoning by unspecified drugs acting on muscles, intentional self-harm, sequela",Y,,,,,,,88,,
7697,T48292A,"Poisoning by other drugs acting on muscles, intentional self-harm, initial encounter",Y,,,,,,,88,,
7698,T48292S,"Poisoning by other drugs acting on muscles, intentional self-harm, sequela",Y,,,,,,,88,,
7699,T483X2A,"Poisoning by antitussives, intentional self-harm, initial encounter",Y,,,,,,,88,,
7700,T483X2S,"Poisoning by antitussives, intentional self-harm, sequela",Y,,,,,,,88,,
7701,T484X2A,"Poisoning by expectorants, intentional self-harm, initial encounter",Y,,,,,,,88,,
7702,T484X2S,"Poisoning by expectorants, intentional self-harm, sequela",Y,,,,,,,88,,
7703,T485X2A,"Poisoning by other anti-common-cold drugs, intentional self-harm, initial encounter",Y,,,,,,,88,,
7704,T485X2S,"Poisoning by other anti-common-cold drugs, intentional self-harm, sequela",Y,,,,,,,88,,
7705,T486X2A,"Poisoning by antiasthmatics, intentional self-harm, initial encounter",Y,,,,,,,88,,
7706,T486X2S,"Poisoning by antiasthmatics, intentional self-harm, sequela",Y,,,,,,,88,,
7707,T48902A,"Poisoning by unspecified agents primarily acting on the respiratory system, intentional self-harm, initial encounter",Y,,,,,,,88,,
7708,T48902S,"Poisoning by unspecified agents primarily acting on the respiratory system, intentional self-harm, sequela",Y,,,,,,,88,,
7709,T48992A,"Poisoning by other agents primarily acting on the respiratory system, intentional self-harm, initial encounter",Y,,,,,,,88,,
7710,T48992S,"Poisoning by other agents primarily acting on the respiratory system, intentional self-harm, sequela",Y,,,,,,,88,,
7711,T490X2A,"Poisoning by local antifungal, anti-infective and anti-inflammatory drugs, intentional self-harm, initial encounter",Y,,,,,,,88,,
7712,T490X2S,"Poisoning by local antifungal, anti-infective and anti-inflammatory drugs, intentional self-harm, sequela",Y,,,,,,,88,,
7713,T491X2A,"Poisoning by antipruritics, intentional self-harm, initial encounter",Y,,,,,,,88,,
7714,T491X2S,"Poisoning by antipruritics, intentional self-harm, sequela",Y,,,,,,,88,,
7715,T492X2A,"Poisoning by local astringents and local detergents, intentional self-harm, initial encounter",Y,,,,,,,88,,
7716,T492X2S,"Poisoning by local astringents and local detergents, intentional self-harm, sequela",Y,,,,,,,88,,
7717,T493X2A,"Poisoning by emollients, demulcents and protectants, intentional self-harm, initial encounter",Y,,,,,,,88,,
7718,T493X2S,"Poisoning by emollients, demulcents and protectants, intentional self-harm, sequela",Y,,,,,,,88,,
7719,T494X2A,"Poisoning by keratolytics, keratoplastics, and other hair treatment drugs and preparations, intentional self-harm, initial encounter",Y,,,,,,,88,,
7720,T494X2S,"Poisoning by keratolytics, keratoplastics, and other hair treatment drugs and preparations, intentional self-harm, sequela",Y,,,,,,,88,,
7721,T495X2A,"Poisoning by ophthalmological drugs and preparations, intentional self-harm, initial encounter",Y,,,,,,,88,,
7722,T495X2S,"Poisoning by ophthalmological drugs and preparations, intentional self-harm, sequela",Y,,,,,,,88,,
7723,T496X2A,"Poisoning by otorhinolaryngological drugs and preparations, intentional self-harm, initial encounter",Y,,,,,,,88,,
7724,T496X2S,"Poisoning by otorhinolaryngological drugs and preparations, intentional self-harm, sequela",Y,,,,,,,88,,
7725,T497X2A,"Poisoning by dental drugs, topically applied, intentional self-harm, initial encounter",Y,,,,,,,88,,
7726,T497X2S,"Poisoning by dental drugs, topically applied, intentional self-harm, sequela",Y,,,,,,,88,,
7727,T498X2A,"Poisoning by other topical agents, intentional self-harm, initial encounter",Y,,,,,,,88,,
7728,T498X2S,"Poisoning by other topical agents, intentional self-harm, sequela",Y,,,,,,,88,,
7729,T4992XA,"Poisoning by unspecified topical agent, intentional self-harm, initial encounter",Y,,,,,,,88,,
7730,T4992XS,"Poisoning by unspecified topical agent, intentional self-harm, sequela",Y,,,,,,,88,,
7731,T500X2A,"Poisoning by mineralocorticoids and their antagonists, intentional self-harm, initial encounter",Y,,,,,,,88,,
7732,T500X2S,"Poisoning by mineralocorticoids and their antagonists, intentional self-harm, sequela",Y,,,,,,,88,,
7733,T501X2A,"Poisoning by loop [high-ceiling] diuretics, intentional self-harm, initial encounter",Y,,,,,,,88,,
7734,T501X2S,"Poisoning by loop [high-ceiling] diuretics, intentional self-harm, sequela",Y,,,,,,,88,,
7735,T502X2A,"Poisoning by carbonic-anhydrase inhibitors, benzothiadiazides and other diuretics, intentional self-harm, initial encounter",Y,,,,,,,88,,
7736,T502X2S,"Poisoning by carbonic-anhydrase inhibitors, benzothiadiazides and other diuretics, intentional self-harm, sequela",Y,,,,,,,88,,
7737,T503X2A,"Poisoning by electrolytic, caloric and water-balance agents, intentional self-harm, initial encounter",Y,,,,,,,88,,
7738,T503X2S,"Poisoning by electrolytic, caloric and water-balance agents, intentional self-harm, sequela",Y,,,,,,,88,,
7739,T504X2A,"Poisoning by drugs affecting uric acid metabolism, intentional self-harm, initial encounter",Y,,,,,,,88,,
7740,T504X2S,"Poisoning by drugs affecting uric acid metabolism, intentional self-harm, sequela",Y,,,,,,,88,,
7741,T505X2A,"Poisoning by appetite depressants, intentional self-harm, initial encounter",Y,,,,,,,88,,
7742,T505X2S,"Poisoning by appetite depressants, intentional self-harm, sequela",Y,,,,,,,88,,
7743,T506X2A,"Poisoning by antidotes and chelating agents, intentional self-harm, initial encounter",Y,,,,,,,88,,
7744,T506X2S,"Poisoning by antidotes and chelating agents, intentional self-harm, sequela",Y,,,,,,,88,,
7745,T507X2A,"Poisoning by analeptics and opioid receptor antagonists, intentional self-harm, initial encounter",Y,,,,,,,88,,
7746,T507X2S,"Poisoning by analeptics and opioid receptor antagonists, intentional self-harm, sequela",Y,,,,,,,88,,
7747,T508X2A,"Poisoning by diagnostic agents, intentional self-harm, initial encounter",Y,,,,,,,88,,
7748,T508X2S,"Poisoning by diagnostic agents, intentional self-harm, sequela",Y,,,,,,,88,,
7749,T50902A,"Poisoning by unspecified drugs, medicaments and biological substances, intentional self-harm, initial encounter",Y,,,,,,,88,,
7750,T50902S,"Poisoning by unspecified drugs, medicaments and biological substances, intentional self-harm, sequela",Y,,,,,,,88,,
7753,T50992A,"Poisoning by other drugs, medicaments and biological substances, intentional self-harm, initial encounter",Y,,,,,,,88,,
7754,T50992S,"Poisoning by other drugs, medicaments and biological substances, intentional self-harm, sequela",Y,,,,,,,88,,
7755,T50A12A,"Poisoning by pertussis vaccine, including combinations with a pertussis component, intentional self-harm, initial encounter",Y,,,,,,,88,,
7756,T50A12S,"Poisoning by pertussis vaccine, including combinations with a pertussis component, intentional self-harm, sequela",Y,,,,,,,88,,
7757,T50A22A,"Poisoning by mixed bacterial vaccines without a pertussis component, intentional self-harm, initial encounter",Y,,,,,,,88,,
7758,T50A22S,"Poisoning by mixed bacterial vaccines without a pertussis component, intentional self-harm, sequela",Y,,,,,,,88,,
7759,T50A92A,"Poisoning by other bacterial vaccines, intentional self-harm, initial encounter",Y,,,,,,,88,,
7760,T50A92S,"Poisoning by other bacterial vaccines, intentional self-harm, sequela",Y,,,,,,,88,,
7761,T50B12A,"Poisoning by smallpox vaccines, intentional self-harm, initial encounter",Y,,,,,,,88,,
7762,T50B12S,"Poisoning by smallpox vaccines, intentional self-harm, sequela",Y,,,,,,,88,,
7763,T50B92A,"Poisoning by other viral vaccines, intentional self-harm, initial encounter",Y,,,,,,,88,,
7764,T50B92S,"Poisoning by other viral vaccines, intentional self-harm, sequela",Y,,,,,,,88,,
7765,T50Z12A,"Poisoning by immunoglobulin, intentional self-harm, initial encounter",Y,,,,,,,88,,
7766,T50Z12S,"Poisoning by immunoglobulin, intentional self-harm, sequela",Y,,,,,,,88,,
7767,T50Z92A,"Poisoning by other vaccines and biological substances, intentional self-harm, initial encounter",Y,,,,,,,88,,
7768,T50Z92S,"Poisoning by other vaccines and biological substances, intentional self-harm, sequela",Y,,,,,,,88,,
7769,T510X2A,"Toxic effect of ethanol, intentional self-harm, initial encounter",Y,,,,,,,88,,
7770,T510X2S,"Toxic effect of ethanol, intentional self-harm, sequela",Y,,,,,,,88,,
7771,T511X2A,"Toxic effect of methanol, intentional self-harm, initial encounter",Y,,,,,,,88,,
7772,T511X2S,"Toxic effect of methanol, intentional self-harm, sequela",Y,,,,,,,88,,
7773,T512X2A,"Toxic effect of 2-Propanol, intentional self-harm, initial encounter",Y,,,,,,,88,,
7774,T512X2S,"Toxic effect of 2-Propanol, intentional self-harm, sequela",Y,,,,,,,88,,
7775,T513X2A,"Toxic effect of fusel oil, intentional self-harm, initial encounter",Y,,,,,,,88,,
7776,T513X2S,"Toxic effect of fusel oil, intentional self-harm, sequela",Y,,,,,,,88,,
7777,T518X2A,"Toxic effect of other alcohols, intentional self-harm, initial encounter",Y,,,,,,,88,,
7778,T518X2S,"Toxic effect of other alcohols, intentional self-harm, sequela",Y,,,,,,,88,,
7779,T5192XA,"Toxic effect of unspecified alcohol, intentional self-harm, initial encounter",Y,,,,,,,88,,
7780,T5192XS,"Toxic effect of unspecified alcohol, intentional self-harm, sequela",Y,,,,,,,88,,
7781,T520X2A,"Toxic effect of petroleum products, intentional self-harm, initial encounter",Y,,,,,,,88,,
7782,T520X2S,"Toxic effect of petroleum products, intentional self-harm, sequela",Y,,,,,,,88,,
7783,T521X2A,"Toxic effect of benzene, intentional self-harm, initial encounter",Y,,,,,,,88,,
7784,T521X2S,"Toxic effect of benzene, intentional self-harm, sequela",Y,,,,,,,88,,
7785,T522X2A,"Toxic effect of homologues of benzene, intentional self-harm, initial encounter",Y,,,,,,,88,,
7786,T522X2S,"Toxic effect of homologues of benzene, intentional self-harm, sequela",Y,,,,,,,88,,
7787,T523X2A,"Toxic effect of glycols, intentional self-harm, initial encounter",Y,,,,,,,88,,
7788,T523X2S,"Toxic effect of glycols, intentional self-harm, sequela",Y,,,,,,,88,,
7789,T524X2A,"Toxic effect of ketones, intentional self-harm, initial encounter",Y,,,,,,,88,,
7790,T524X2S,"Toxic effect of ketones, intentional self-harm, sequela",Y,,,,,,,88,,
7791,T528X2A,"Toxic effect of other organic solvents, intentional self-harm, initial encounter",Y,,,,,,,88,,
7792,T528X2S,"Toxic effect of other organic solvents, intentional self-harm, sequela",Y,,,,,,,88,,
7793,T5292XA,"Toxic effect of unspecified organic solvent, intentional self-harm, initial encounter",Y,,,,,,,88,,
7794,T5292XS,"Toxic effect of unspecified organic solvent, intentional self-harm, sequela",Y,,,,,,,88,,
7795,T530X2A,"Toxic effect of carbon tetrachloride, intentional self-harm, initial encounter",Y,,,,,,,88,,
7796,T530X2S,"Toxic effect of carbon tetrachloride, intentional self-harm, sequela",Y,,,,,,,88,,
7797,T531X2A,"Toxic effect of chloroform, intentional self-harm, initial encounter",Y,,,,,,,88,,
7798,T531X2S,"Toxic effect of chloroform, intentional self-harm, sequela",Y,,,,,,,88,,
